soil,uv,timestamp,date
84,0,1709495183,2024-03-03 21:46:23
84,0,1709495293,2024-03-03 21:48:13
84,0,1709495405,2024-03-03 21:50:05
85,0,1709495513,2024-03-03 21:51:53
84,0,1709495624,2024-03-03 21:53:44
84,0,1709495735,2024-03-03 21:55:35
84,0,1709495845,2024-03-03 21:57:25
84,0,1709495953,2024-03-03 21:59:13
80,0,1709498015,2024-03-03 22:33:35
80,0,1709499877,2024-03-03 23:04:37
80,0,1709501736,2024-03-03 23:35:36
82,0,1709503598,2024-03-04 00:06:38
80,0,1709505456,2024-03-04 00:37:36
81,0,1709507318,2024-03-04 01:08:38
80,0,1709509176,2024-03-04 01:39:36
81,0,1709511038,2024-03-04 02:10:38
80,0,1709512894,2024-03-04 02:41:34
80,0,1709514758,2024-03-04 03:12:38
79,0,1709516618,2024-03-04 03:43:38
80,0,1709518478,2024-03-04 04:14:38
79,0,1709520335,2024-03-04 04:45:35
79,0,1709522196,2024-03-04 05:16:36
79,0,1709524057,2024-03-04 05:47:37
81,0,1709525918,2024-03-04 06:18:38
79,0,1709528605,2024-03-04 07:03:25
80,0,1709530468,2024-03-04 07:34:28
79,0,1709532326,2024-03-04 08:05:26
79,0,1709534188,2024-03-04 08:36:28
79,0,1709536048,2024-03-04 09:07:28
81,0,1709537908,2024-03-04 09:38:28
79,0,1709539765,2024-03-04 10:09:25
80,0,1709541628,2024-03-04 10:40:28
80,0,1709543488,2024-03-04 11:11:28
80,0,1709545348,2024-03-04 11:42:28
79,0,1709547205,2024-03-04 12:13:25
81,0,1709549068,2024-03-04 12:44:28
80,0,1709550924,2024-03-04 13:15:24
80,0,1709552788,2024-03-04 13:46:28
79,0,1709554646,2024-03-04 14:17:26
80,0,1709556508,2024-03-04 14:48:28
79,0,1709558366,2024-03-04 15:19:26
79,0,1709560228,2024-03-04 15:50:28
79,0,1709562086,2024-03-04 16:21:26
81,0,1709563948,2024-03-04 16:52:28
79,0,1709565808,2024-03-04 17:23:28
80,0,1709567668,2024-03-04 17:54:28
79,0,1709577517,2024-03-04 20:38:37
80,0,1709579377,2024-03-04 21:09:37
79,0,1709581235,2024-03-04 21:40:35
80,0,1709583097,2024-03-04 22:11:37
79,0,1709584956,2024-03-04 22:42:36
80,0,1709586817,2024-03-04 23:13:37
79,0,1709588677,2024-03-04 23:44:37
79,0,1709598726,2024-03-05 02:32:06
80,0,1709600586,2024-03-05 03:03:06
79,0,1709602444,2024-03-05 03:34:04
80,0,1709604306,2024-03-05 04:05:06
79,0,1709606163,2024-03-05 04:36:03
79,0,1709608026,2024-03-05 05:07:06
78,0,1709609886,2024-03-05 05:38:06
79,0,1709611746,2024-03-05 06:09:06
78,0,1709613605,2024-03-05 06:40:05
79,0,1709615466,2024-03-05 07:11:06
